22:3:16 - 7/12/2021 - 18.97 - 0.00 - Traffic(0.00) Geophony(0.21) Biophony(0.02) Anthrophony(0.78) 
1:25:48 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:25:49 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:25:50 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:25:51 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:25:52 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:25:53 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:25:54 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:25:55 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:25:56 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:25:57 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:25:58 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:25:59 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:26:0 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.59) Biophony(0.38) Anthrophony(0.04) 
1:26:1 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:2 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:3 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:4 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:5 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:6 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:7 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:8 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:9 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.20) Geophony(0.76) Biophony(0.02) Anthrophony(0.02) 
1:26:10 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.65) Geophony(0.11) Biophony(0.17) Anthrophony(0.07) 
1:26:11 - 8/12/2021 - 5.32 - 0.00 - Traffic(1.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.00) 
1:26:12 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.96) Geophony(0.00) Biophony(0.00) Anthrophony(0.04) 
1:26:13 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.50) Geophony(0.00) Biophony(0.00) Anthrophony(0.50) 
1:26:14 - 8/12/2021 - 5.32 - 0.00 - Traffic(1.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.00) 
1:26:15 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
1:26:16 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:26:17 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:18 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.00) 
1:26:19 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:20 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:26:21 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:26:22 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:23 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:26:24 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.01) 
1:26:25 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:26:26 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:27 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:26:28 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:26:29 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:30 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:31 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.38) Anthrophony(0.02) 
1:26:32 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:33 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:26:34 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:35 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:36 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.00) 
1:26:37 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:26:38 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:26:39 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:26:40 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:41 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:42 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:43 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:26:44 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:26:45 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:46 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:26:47 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:48 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:26:49 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:26:50 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:26:51 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:26:52 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:53 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:26:54 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:26:55 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
1:26:56 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:26:57 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:26:58 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
1:26:59 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:27:0 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
1:27:1 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:27:2 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:27:3 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.01) 
1:27:4 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:27:5 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:27:6 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:27:7 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:27:8 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:27:9 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:27:10 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:27:11 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:27:12 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
1:27:13 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:27:14 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:27:15 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:27:16 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:27:17 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
1:27:18 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:27:19 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:27:20 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:27:21 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:27:22 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:27:23 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.01) 
1:27:24 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
1:27:25 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
1:27:26 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:27:27 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:27:28 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:27:29 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:27:30 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.21) Anthrophony(0.02) 
1:27:31 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:27:32 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.02) 
1:27:33 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:27:34 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:27:35 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
1:27:36 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:27:37 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:27:38 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.04) 
1:27:39 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
1:27:40 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:27:41 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:27:42 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:27:43 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:27:44 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:27:45 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:27:46 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
1:27:47 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
1:27:48 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:27:49 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.21) Anthrophony(0.02) 
1:27:50 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:27:51 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
1:27:52 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.29) Anthrophony(0.02) 
1:27:53 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:27:54 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
1:27:55 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:27:56 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
1:27:57 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:27:57 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.06) Anthrophony(0.09) 
1:27:58 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:27:59 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
1:28:0 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
1:28:1 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:28:2 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:28:4 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
1:28:5 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:28:6 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:28:7 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
1:28:7 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.00) 
1:28:8 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:28:9 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:28:10 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:28:11 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.02) Anthrophony(0.01) 
1:28:12 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:28:13 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.00) 
1:28:14 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:28:15 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:28:16 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
1:28:17 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
1:28:18 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
1:28:19 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:28:20 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
1:28:21 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:28:22 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.06) Anthrophony(0.09) 
1:28:23 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:28:24 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
1:28:25 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:28:26 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
1:28:27 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:28:28 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:28:29 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
1:28:30 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
1:28:31 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:28:32 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:28:33 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:28:34 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:28:35 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:28:36 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:28:37 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.25) Anthrophony(0.16) 
1:28:38 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
1:28:39 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:28:40 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.06) Anthrophony(0.09) 
1:28:41 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.04) 
1:28:42 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.27) Anthrophony(0.07) 
1:28:43 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:28:44 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:28:45 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:28:46 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:28:47 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
1:28:48 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:28:49 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:28:50 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:28:51 - 8/12/2021 - 5.26 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
1:28:52 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:28:53 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.07) Anthrophony(0.27) 
1:28:54 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:28:55 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:28:56 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:28:57 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:28:58 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:28:59 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:29:0 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:29:1 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:29:2 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:29:3 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:29:4 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:29:5 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:29:6 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:29:7 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:29:8 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:29:9 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
1:29:10 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
